file_name,answer
40187.wav,가스 밸브 점검 바랍니다
40188.wav,집 안에 어떤 곳 에 에어컨이 있는지 알려 줄래
40189.wav,조수석 시트 세워 줘
40190.wav,지금 경적 한번 울려 줘
40191.wav,현관문 잠금 상태 전송 부탁할게
40192.wav,히터 켜주실래요
40193.wav,안방 밝기 꺼지기 직전까지 설정해 줘
40194.wav,경적음 세 번 울려
40195.wav,가스 밸브 잠금이 필요해
40196.wav,히터 바람 살짝 위로 조절해
40197.wav,엔진오일 교체 날짜 언제였어
40198.wav,어디 플러그가 지금 연결되어 있는 거니
40199.wav,위치 찾게 경적 울려 봐
40200.wav,저녁 여섯 시 집부터 학교까지 소요 시간 안내해 줘
40201.wav,컴퓨터 사용 타임 제한 걸래
40202.wav,나 퇴근 시간에 맞춰서 거실 조명 좀 밝혀 줄래
40203.wav,시시티브이 영상 잘 찍히고 있나 확인 부탁해
40204.wav,에어컨 타이머로 삼십 분 더 틀어
40205.wav,집 앞이니까 보일러 켜 놔
40206.wav,에어컨 있는 꺼져 있는 방 있어
40207.wav,잠깐 집 나갔다 올 거니까 차 시동 켜
40208.wav,현관문 지금 잠금 상태인지 알려 줘
40209.wav,안방 조명 최소로 설정 가능한지 알아 봐 줄래
40210.wav,전체 조명 밝기 가장 밝게
40211.wav,조수석 윈도우 다 닫아 줘
40212.wav,삼 번 세팅에 에어컨 추가해 줘
40213.wav,조수석 끝까지 올려 줄 수 있어
40214.wav,최소한의 세기로 에어컨 유지해 주겠니
40215.wav,이틀 정도 집 비우니깐 사십팔 시간 동안 전원 꺼놔
40216.wav,언제 엔진오일 교체했는지 가르쳐 줘
40217.wav,앞 좌석만 창문 조금씩 내려 줄래
40218.wav,조수석 차 문 열린 거 같으니 완전히 닫아 줘
40219.wav,파킹할 때 비상등 켜
40220.wav,엔진오일 언제쯤에 갈면 될까
40221.wav,내 좌석에 통풍 약하게 해 놔 줘
40222.wav,로봇 청소기 방해 금지 모드로 작동 시켜 줄래
40223.wav,지금 벌써 홈카메라가 저장한 용량 확인해 봐
40224.wav,출발 시 차량 시동 자동으로 바로 켜 줘
40225.wav,조수석 지금 따듯하게 해 줘
40226.wav,언제 수리 센터 가서 엔진 오일 교체해야 하는지 알려 줘
40227.wav,어제 무 주문 넣었는지 확인 가능해
40228.wav,내가 마지막으로 엔진오일 교체한 게 언제지
40229.wav,지금 조명들 꺼 줄 수 있어
40230.wav,뒤에 차 없으니까 비상등 꺼도 돼
40231.wav,세 시간 후에 꺼지는 거로 전원 타이머 맞춰 줘
40232.wav,온도 설정 낮춤이야
40233.wav,가능하면 이십 도로 맞춰 줘
40234.wav,차 운전 정지
40235.wav,로봇 청소기 집안 먼지 흡수하게 해
40236.wav,거실 조명 전체 다 위치 정보 알려 줘
40237.wav,엔진 새 걸로 언제 바꿀까
40238.wav,현재 어느 쪽에 차가 있어
40239.wav,에어컨 가동 중지
40240.wav,인제 그만 시동 끊어도 돼
40241.wav,전체 창문 다 반씩만 열어 줘
40242.wav,연결된 전원 플러그 위치 알려 줘
40243.wav,운전자 일에서 히터 온도 이십육 도로 변경해 줘
40244.wav,앞쪽만 히터 켜 줘
40245.wav,시동석 창문 지금 바로 내려놔 줄래
40246.wav,차량 시동 꺼졌는지 알려 줘
40247.wav,식료품 산거 리스트 보여 줘
40248.wav,가장 최근에 언제 엔진오일 교체했었지
40249.wav,홈 카메라에서 영상이 언제 삭제됐어
40250.wav,지금 조수석 문 닫아
40251.wav,안방 불 어떻게 꺼
40252.wav,컴퓨터 자동 종료 시간 두 시간으로 맞춰
40253.wav,송풍 모드 바람 쐬고 싶어
40254.wav,매일 저녁 여섯 시에 시동 예약해둘게
40255.wav,에어컨 단계 두 단계 올려 줘
40256.wav,거실 에어컨 제습으로 틀어 줘
40257.wav,가스 누출되면 위험하니 가스 밸브 내려 줘라
40258.wav,내부 순환 모드로 맞춰서 공기 순환해 줘
40259.wav,에어컨 최고 단계 틀어 줘
40260.wav,경적 소리 크게 다시 울려
40261.wav,컴퓨터 플러그를 내가 어디에 꽂았는지 찾고 싶어
40262.wav,로봇 청소기 지금보다 강했으면 좋겠어
40263.wav,가스 전원 꺼서 밸브 잠궈 줘
40264.wav,경적 삼 초간 울려 줘
40265.wav,통풍 시트 기능 있니
40266.wav,보일러 타이머 설정 두 시간 해 줘
40267.wav,식탁등만 켜 놓고 나머지 꺼
40268.wav,집 앞이니까 보일러 켜 놔
40269.wav,선풍기 운전 시작해 줘
40270.wav,차 문 전부 다 여세요
40271.wav,지금 남은 기름양이 궁금해
40272.wav,시동 버튼 눌러 줘
40273.wav,약속 취소돼서 나갈 필요가 없으니깐 차 시동 꺼
40274.wav,언제 수리 센터 가서 엔진 오일 교체해야 하는지 알려 줘
40275.wav,안방 보일러 온도 낮게 틀어
40276.wav,차로 이동하는 시간 확인 부탁해
40277.wav,집에 도착하기 전에 선풍기 켜 놔
40278.wav,엔진 오일 교체 날짜 캘린더에서 찾아 봐 줘
40279.wav,선풍기 플러그 꽂혀 있는 위치 궁금하니 알려 줘
40280.wav,로봇 청소기 터보 모드로 전환해 줘
40281.wav,내 핸드폰 차에 있는지 씨씨티브이로 확인해 볼래
40282.wav,어제 주문한 내역에 달걀 있는지 봐 줘
40283.wav,컴퓨터 전원 올려라
40284.wav,시트 온도 살짝 올려 줄래
40285.wav,창문 좀 다 닫자
40286.wav,거실 전등 가장 약하게 설정하고 틀어 줘
40287.wav,시트 온도 설정 바꿔라
40288.wav,끝까지 운전석 창문 내려
40289.wav,좌석 통풍 최대로 해 주라
40290.wav,식료품 내역을 뽑아서 나한테 문자 남겨 줘
40291.wav,시트 최고 따뜻하게 해 줘
40292.wav,안방 조명 제일 희미하게 비춰 줘
40293.wav,차 어디다 세워놨지
40294.wav,차 시동 가만히 두어 줘
40295.wav,현재 단계보다 하나 내려 줘
40296.wav,거실 조명 전부 다 꺼져 있는지 파악해서 알려 줘
40297.wav,집 보일러 온도 더 높게 설정해 줘
40298.wav,에어컨 이십육 도로 설정해 줘
40299.wav,온도 낮아지게 에어컨 설정 좀 부탁해
40300.wav,지금 내 블랙박스 켜져 있지
40301.wav,선풍기 플러그들이 모두 작동하도록 타이머를 만들게
40302.wav,조수석 타시게 문 열어드리자
40303.wav,경적음 세 번 울려
40304.wav,전력 소비량이 제일 큰 콘센트 위치 알려 줘
40305.wav,안방 창문 쪽에 있는 조명 단계 하나 높여 줘
40306.wav,엔진 언제쯤 갈까
40307.wav,컴퓨터 플러그 위치 어디로 나와
40308.wav,오늘 너무 덥다 에어컨 틀자
40309.wav,조수석 시트 세워 줘
40310.wav,차량 내부 어떤지 화면 보여 줄래
40311.wav,자연 바람 쐬게 에어컨 꺼 줘
40312.wav,온도 낮아지게 에어컨 설정 좀 부탁해
40313.wav,엔진오일 교체 예상 일이 이번 달이야
40314.wav,시끄러우니까 경보음 소리 꺼 버려
40315.wav,이십 분 후에 가스 밸브 내려 줘라
40316.wav,홈카메라 저장 용량이 얼마나 되는지 알려 줘
40317.wav,이제 안방 조명 밝기 최대로 무조건 바꿔
40318.wav,안방에 아직 꺼져 있는 조명 보여 줘
40319.wav,가장 최근에 언제 엔진오일 교체했었지
40320.wav,다용도실에 불 꺼져 있는지 확인해 줄래
40321.wav,거실 불 밝기를 일 단계로 다시 맞춰 줄래
40322.wav,잠깐이면 돼 시동 계속 켜 줘
40323.wav,여기선 유지하고 저기 가면 일 단계 설정 바꿀게
40324.wav,식료품 주문서가 어디 있던가
40325.wav,에어컨 온도 십육도 유지
40326.wav,여기선 유지하고 저기 가면 일 단계 설정 바꿀게
40327.wav,지금 에어컨 좀 켜 봐
40328.wav,세 시간 후에 안방 전원 넣어 줘
40329.wav,선풍기 플러그들이 모두 작동하도록 타이머를 만들게
40330.wav,열선 시트 틀게요
40331.wav,오늘부터 보일러 제일 높게 틀어 봐
40332.wav,홈카메라 위치 어디에 있는지 알려 줄래
40333.wav,에어컨 사용 그만할래
40334.wav,컴퓨터 부팅 속도가 느리니 사전에 전원 올려놔 줘
40335.wav,차 운전 정지
40336.wav,기름 지금 가득 있지
40337.wav,식료품 주문한 거 어디까지 왔어
40338.wav,운전자 일 에코 모드 설정되어 있어
40339.wav,엔진 오일 교체는 언제 다시 하면 될까
40340.wav,에어컨 최대로 실행해
40341.wav,조수석 통풍 시트 좀 켜 주라
40342.wav,엔진오일 교체 한 지 얼마나 됐는지 확인해 줘
40343.wav,식료품 주문 언제 배송된대
40344.wav,지금부터 이십 분 뒤에 안방 조명 불 켜 줘
40345.wav,홈카메라 남은 저장 용량 화면에 띄워 줘
40346.wav,블랙박스 잘 돌아가는지 체크해
40347.wav,에어컨 꺼 주세요
40348.wav,로봇 청소기 지금보다 강했으면 좋겠어
40349.wav,보일러 바람 아래로 해
40350.wav,컴퓨터 플러그 위치 찾아 주지 않을래
40351.wav,블랙박스 지금도 작동 중이지
40352.wav,지금 내가 차 세워둔 곳 좀 알려 줘
40353.wav,일 번 운전자 시동 꺼 줘
40354.wav,거실 전원 스위치 십 분 뒤에 내려 줘
40355.wav,거실에 한 시간 뒤 오프해 줄래
40356.wav,에어컨 강풍으로 계속 틀어라
40357.wav,집에 도착하기 전에 선풍기 켜 놔
40358.wav,차 문 모두 닫아요
40359.wav,집 나서면 바로 시동 걸어 줘
40360.wav,혹시 컴퓨터 플러그 어딨어
40361.wav,전깃불 다 켜 줘
40362.wav,우리 집 전깃불 켜진 곳 안 켜진 곳 구분해 줘
40363.wav,집에 모든 조명 밝기 최소로
40364.wav,거실 형광등 밝기 일 단계로 틀어 줘
40365.wav,듣기 불편하니까 경적음 꺼 줘
40366.wav,집 에어컨 사십 분만 틀어
40367.wav,애들 방 에어컨 온도 조금만 올려 줘
40368.wav,식료품 주문한 거 잘 오고 있는지 알려 줘
40369.wav,전원 플러그 현재 위치 좀
40370.wav,조명 밝기 여기에서 한 단계 더 올려
40371.wav,에어컨 풍량 강하게 해 줘
40372.wav,전체 조명 이 분 뒤에 스위치 온 해
40373.wav,엔진 오일 교체는 언제 다시 하면 될까
40374.wav,차량 내부 카메라 보여 줄래
40375.wav,속도 낮춰야 하니 비상등 켜 줘
40376.wav,엔진오일 교체 예상일 안내 부탁해
40377.wav,현재 어느 쪽에 차가 있어
40378.wav,내 쪽 창문 다 열어 줘
40379.wav,곧 도착하니까 이 분 후에 집 조명 켜 줘
40380.wav,조수석 창문 아주 조금만 열어 줘
40381.wav,조수석 시트 계속 따뜻하게 유지시켜
40382.wav,배송시킨 식료품 정상적으로 배송될 예정인지 알려 줘
40383.wav,한 시간 동안은 에어컨 멈추지 마
40384.wav,모든 조명 밝기를 최대로 늘려 줄래요
40385.wav,비상등 스위치 올려 줘
40386.wav,집에 사람 있으면 거실 조명 최대로 변경해
40387.wav,에어컨 단계 두 단계 올려 줘
40388.wav,뒷자리에 열려 있는 문 있어
40389.wav,시동 계속 유지해 놓고 있어
40390.wav,창문 좀 다 닫자
40391.wav,가스 밸브에 문제 있는지 확인하고 알려 줘
40392.wav,안방 전등 현황 체크해
40393.wav,집 안에 있는 플러그 모두 위치 말해 줘
40394.wav,홈 카메라 위치 좀 찾아줬으면 해
40395.wav,로봇 청소기 청소 중인 위치 좀 알아 봐 봐
40396.wav,대충 언제쯤 엔진오일 갈면 좋을까
40397.wav,집 쾌적하게 로봇 청소기 진공 청소 모드로 돌려 줘
40398.wav,가스 밸브에 문제 있는지 확인하고 알려 줘
40399.wav,엔진 오일 바꿀 날짜 좀 찾아 봐 줘
40400.wav,설정되어 있는 보일러 방향을 아래로 바꿀게
40401.wav,홈카메라 이용 내역 확인해 볼게
40402.wav,홈카메라 저장 가능한 공간이 얼만큼인지 말해 줘
40403.wav,지금 히터 필요해
40404.wav,오 초만 경적 울리게 해 줘
40405.wav,조수석 자리 창문을 열어 줄래
40406.wav,가스 밸브 개방해 줘
40407.wav,지금 설정으로 운전자 일에 맞춰 줘
40408.wav,운전자석 문 열리면 보일러 켜 줬으면 해
40409.wav,혹시 내 엔진오일 교체일 알아
40410.wav,시트 온도 더 올리려면 뭐 어떻게 해야 돼
40411.wav,거실 등 중앙만 켜 줘
40412.wav,식료품 주문 명세 좀 볼 수가 있을까
40413.wav,운전석 창문 좀 다 내려 봐
40414.wav,전체 창문 더 내려
40415.wav,나 이제 송풍 모드는 괜찮으니 꺼 주겠니
40416.wav,시트 더 따뜻하게 만들어 줘
40417.wav,현재 상태 일번 세팅으로 저장
40418.wav,지금 설정으로 운전자 일 맞춰 줘
40419.wav,내가 세 시에 컴퓨터 할 수 있게 미리 켜 줄래
40420.wav,안방 전원 스위치 올려서 가장 밝게 켜 줘
40421.wav,엔진오일 갈아야 하는지 확인해 줘 봐
40422.wav,지금 안방이 이 단계 더 밝았으면 좋겠어
40423.wav,나 어떤 거 주문했지
40424.wav,조도 최소치로 바꿔 봐
40425.wav,물걸레가 되는 모드로 로봇 청소기 켜 줘
40426.wav,의자에 통풍 시켜 줘
40427.wav,내부 순환 모드로 바꿔서 설정
40428.wav,운전자 일 송풍 모드 해제 좀 해주라
40429.wav,차량 내부 씨씨티브이 녹화자료 보여 줘
40430.wav,조수석 차 문 좀 닫아주도록
40431.wav,지금 스위치 내려가 있는 조명 어디 있어
40432.wav,시트에 열선 켜서 따뜻하게 해 줘
40433.wav,에어컨 이 도 정도 높이고 싶어
40434.wav,시동 버튼 눌러 줘
40435.wav,컴퓨터 전원을 딱 오 분 후에 내려 줄래
40436.wav,십 분 후 가스 밸브 잠가 줄래
40437.wav,콘센트 방에 다 설치되어 있는지 모르겠다
40438.wav,주중엔 오전 여덟 시에 시동 걸어놓아라
40439.wav,뒷자리 차 문 개문 요청합니다
40440.wav,조수석에 바깥바람 통하게 해 줘
40441.wav,단계 내려서 로봇 청소기 청소 시켜 줄래
40442.wav,거실 조명 몇 개 켜져 있어
40443.wav,보일러 바람 위쪽으로 방향 틀어 줄래
40444.wav,전체 창문 닫아서 비 막아 줘
40445.wav,에어컨 바람 위로 보내야 돼
40446.wav,한 시간 전 씨씨티브이 녹화 확인하고 싶어
40447.wav,가스 밸브 확실히 닫아 놨는지 얘기해 줘
40448.wav,컴퓨터 부팅 시켜 줘
40449.wav,한시 즈음 블랙박스 좀 보여 줘
40450.wav,오늘 저녁 일곱 시에 시동 걸어서 기다리고 있어
40451.wav,안방 조명 한 개라도 켜져 있는지 확인해 봐
40452.wav,지금 식료품 주문 상태 뭐야
40453.wav,선풍기 돌아가는 거 네 시간만 해 줘
40454.wav,이제 에어컨 그만 틀고 싶어
40455.wav,차량 앞에 도착 시 경적 꺼 줘
40456.wav,엔진 오일 교체해야 하는 예상일 좀 보여 줘
40457.wav,이십 분 뒤에 안방 조명 켜지게 설정해 줘
40458.wav,엔진 오일 교체 날짜 언제였어
40459.wav,내차 지금 어디 세워져 있는지 말해줄래
40460.wav,어제 내부 씨씨티브이 보여 봐
40461.wav,조수석 시트 통풍 최대
40462.wav,엔진오일 또 언제 바꿔야 돼
40463.wav,선풍기 플러그 위치 찾게 도와 줘
40464.wav,따뜻하게 히터를 켜 줘
40465.wav,엔진 오일 언제쯤에 갈면 될까
40466.wav,경적 꺼
40467.wav,거실 에어컨이 어디에 위치하고 있는지 아니
40468.wav,지금 순화 모드 킬 수 있어
40469.wav,전체 조명 타이머 한 시간짜리로 틀어
40470.wav,운전자 일 번 모드에서 열선 시트 꺼짐으로 설정 부탁해
40471.wav,지금부터 에어컨 최대한 세게 틀어 줘
40472.wav,조수석에 사람 타야 하니 차 문 열어 줘
40473.wav,거실의 조명을 전부 최저 수준으로 낮추세요
40474.wav,전체 조명을 한 단계 더 밝게 해 줘
40475.wav,히터 너무 세게 틀어서 졸리니 조금만 줄여 줘
40476.wav,한 단계 내려서 아이 방 치워 줘
40477.wav,나 혹시 차 문 열고 왔니
40478.wav,따뜻하게 히터를 켜 줘
40479.wav,내무 순환 모드로 변경해 줘
40480.wav,언제 차 세운 곳이 기억이 안 나니깐 도와줘
40481.wav,선풍기 한 시간 지나면 꺼줄래
40482.wav,송풍 모드 시작하세요
40483.wav,켜진 에어컨 있는지 전부 확인해 줘
40484.wav,오일 쓰다가 언제쯤 교환하는 거야
40485.wav,엔진오일 언제 갈아야 좋아
40486.wav,에어컨 이 도 정도 높이고 싶어
40487.wav,엔진 오일 언제쯤에 갈면 될까
40488.wav,거실 전체 조명 예약 종료해 줘
40489.wav,너무 춥다 미리 열선 시트 켜 줘
40490.wav,컴퓨터 전원 올려라
40491.wav,집에서 베란다 조명을 켜 줄래
40492.wav,티브이 보게 거실에 불 좀 켜
40493.wav,전 좌석에 좌석 열선 기능 켜 줄래
40494.wav,안방 조명 확실히 켰는지 궁금해
40495.wav,거실 돌아다니는 로봇 청소기 흡입 단계를 오 단계로 설정해
40496.wav,두 시로 전체 소등 타이머 설정해
40497.wav,약간 추워졌는데 에어컨 삼 도만 올려 볼까
40498.wav,엔진 오일 교체 언제일까
